country,in_degree,out_degree,betweenness,closeness,degree_centrality,eigenvector,eccentricity,year
Trinidad and Tobago,159626.693,2799.605,0.014632936507936508,0.5739613526570048,0.48,0.0010366914141430237,2,2018
Azerbaijan,310271.833,2280.69,0.0018551587301587301,0.5834745242480049,0.4311111111111111,0.0011751255300597886,2,2018
Georgia,403578.13800000004,119166.394,0.010555555555555556,0.5818671564126109,0.68,0.0015606832994711048,2,2018
Kyrgyzstan,168812.239,991.61,0.0043055555555555555,0.5602593575007369,0.42666666666666664,0.0005276676532937476,3,2018
Latvia,713795.484,539219.471,0.005079365079365079,0.5573028437408385,0.7688888888888888,0.0023035681811766034,2,2018
Luxembourg,539832.4500000001,389255.669,0.049414682539682536,0.5543773694954798,0.7244444444444444,0.004151991957263396,2,2018
Rwanda,92792.026,280.46,0.00445436507936508,0.5543773694954798,0.3422222222222222,0.0003605141144469877,3,2018
TÃ¼rkiye,4556160.927999999,1625745.643,0.006388888888888889,0.6034793650793652,1.1955555555555555,0.034794696594050295,2,2018
Bahrain,357455.04199999996,2808.859,0.027301587301587302,0.5662675007447125,0.42666666666666664,0.0022914775158901987,2,2018
Bangladesh,275378.306,147230.09900000002,0.10583333333333333,0.5818671564126109,0.9288888888888889,0.0011117905440569545,2,2018
Bolivia (Plurinational State of),192946.611,1714.0220000000002,0.03869047619047619,0.547196315486471,0.3466666666666667,0.0007093962413450112,2,2018
Bosnia Herzegovina,340917.478,92874.625,0.0,0.5543773694954798,0.52,0.0015276431840192007,2,2018
Belize,13118.255,3136.524,0.0014087301587301588,0.5457823715188057,0.3288888888888889,9.106093590235416e-05,2,2018
Solomon Isds,5512.329000000001,19.327,0.0,0.5101878690284487,0.16444444444444445,1.7977689073236307e-05,3,2018
Myanmar,572891.327,284.466,0.00011904761904761905,0.586716049382716,0.41333333333333333,0.0014132844354110526,2,2018
Cambodia,284439.68799999997,12510.512,0.026716269841269843,0.5529261198371146,0.5288888888888889,0.0009555600106830111,2,2018
Sri Lanka,378647.55899999995,7491.9130000000005,0.0916468253968254,0.5529261198371146,0.4577777777777778,0.0009007886780357427,2,2018
China,24418554.685,8475355.980999999,0.007837301587301587,0.6140051679586563,1.3111111111111111,0.20669719832762046,2,2018
Croatia,1303552.254,968676.968,0.004285714285714286,0.5486176046176046,0.7022222222222222,0.00537538662009834,2,2018
Czechia,5135605.0819999995,2816048.81,0.030575396825396825,0.6069476372924648,1.0666666666666667,0.03168026223242924,2,2018
Ethiopia,711020.9280000001,2356.2400000000002,0.024317460317460314,0.5770977534911961,0.5066666666666667,0.004315096882863416,2,2018
Estonia,504729.285,138551.538,0.013492063492063493,0.5724059018367962,0.6444444444444445,0.00257757628526258,2,2018
State of Palestine,163891.38999999998,24925.563000000002,0.0,0.5457823715188057,0.32,0.0006016237186499362,2,2018
Haiti,41610.087,232.12800000000001,0.00031746031746031746,0.5228162816281628,0.23555555555555555,0.0001319772689163032,3,2018
"China, Hong Kong SAR",2903522.8929999997,732338.9029999999,0.04415674603174603,0.59497965571205,1.0266666666666666,0.01898249648055796,2,2018
Indonesia,1004342.442,625959.891,0.09290674603174603,0.5724059018367962,0.9955555555555555,0.0073392423281130065,2,2018
Iran,1660524.878,132526.278,0.032331349206349204,0.5662675007447125,0.68,0.008649133888915628,2,2018
Iraq,1317855.952,379.70799999999997,0.12595833333333334,0.5693201557352501,0.35555555555555557,0.0058078389097963425,2,2018
Jamaica,164945.775,4654.741,0.00031746031746031746,0.5529261198371146,0.42666666666666664,0.001171912595316871,2,2018
Japan,24745851.604999997,7191949.398,0.014117063492063492,0.5834745242480049,1.1066666666666667,0.22097154772071054,2,2018
Kazakhstan,1229899.632,36590.107,0.007807539682539682,0.5724059018367962,0.4888888888888889,0.0064199731824616055,2,2018
Kuwait,1251328.47,43494.146,0.0,0.5755252800484408,0.4666666666666667,0.010387889438272896,2,2018
Lebanon,1402810.277,55295.21,0.008869047619047618,0.5677897252090801,0.5822222222222222,0.009355481701856252,2,2018
Lithuania,1183550.221,571007.76,0.0,0.5602593575007369,0.7644444444444445,0.004869297245978468,2,2018
"China, Macao SAR",187968.609,12822.704,0.017380952380952382,0.5602593575007369,0.41333333333333333,0.0008693708396256242,2,2018
Malaysia,1523192.253,293581.913,0.001349206349206349,0.5786788432267884,0.9822222222222222,0.010546356302050797,2,2018
Mali,201899.46099999998,15393.566,0.0,0.547196315486471,0.37777777777777777,0.0009968495734904161,3,2018
"Other Asia, nes",3870962.5629999996,744101.537,0.013392857142857142,0.5647534165181224,0.8933333333333333,0.034516768682509406,2,2018
Mongolia,127516.789,182.756,9.92063492063492e-05,0.5677897252090801,0.36444444444444446,0.000454516291166455,2,2018
Rep. of Moldova,256017.374,65586.821,0.005773809523809524,0.5677897252090801,0.5244444444444445,0.0010447058640040807,2,2018
Mozambique,205701.561,442.156,0.023246031746031744,0.547196315486471,0.30666666666666664,0.000639075496984316,2,2018
Oman,476861.814,121270.93,0.0,0.5617494089834515,0.5911111111111111,0.0014512382394731255,2,2018
New Zealand,944259.389,410497.47599999997,0.008690476190476191,0.59497965571205,1.0,0.0064529470768127555,2,2018
Nicaragua,356335.848,14030.414,0.044265873015873015,0.558777189888301,0.39555555555555555,0.0018263877755441474,2,2018
Pakistan,1007923.596,272187.183,0.009295634920634921,0.5933083645443197,1.0133333333333334,0.006509403893811146,2,2018
Paraguay,245033.462,51042.146,0.004424603174603175,0.5514824485059472,0.47555555555555556,0.0011007200820685379,2,2018
Philippines,1647876.626,74781.877,0.03236111111111111,0.586716049382716,0.7777777777777778,0.008673651861330341,2,2018
Russian Federation,10159926.999,784422.848,0.0020833333333333333,0.5983506452628266,1.008888888888889,0.060741495428231936,2,2018
Eswatini,53045.50899999999,48606.539,0.03896825396825397,0.5573028437408385,0.5688888888888889,8.165447004760684e-05,2,2018
Thailand,2237859.17,608972.751,0.2267519841269841,0.5983506452628266,1.0711111111111111,0.015268035644966595,2,2018
Uganda,308307.89,23787.081000000002,0.1592281746031746,0.5899937926753569,0.5244444444444445,0.0007807521738373668,2,2018
Ukraine,2090131.232,221044.23500000002,0.0,0.5850907971683595,0.8755555555555555,0.010990146300539749,2,2018
Egypt,2220645.6350000002,327840.75,0.0020833333333333333,0.5724059018367962,0.9422222222222222,0.015707788888002696,2,2018
Uruguay,323382.893,168796.50400000002,0.0,0.5514824485059472,0.6311111111111111,0.0015673820476438944,2,2018
Uzbekistan,852989.854,11928.679,0.0,0.5632474074074074,0.37333333333333335,0.0030484890382730255,2,2018
Venezuela,203539.62199999997,12207.877,0.0009523809523809524,0.5374498162284421,0.3466666666666667,0.0005157613402689156,2,2018
Bahamas,69189.444,665.882,0.005,0.5558362573099416,0.3333333333333333,0.0006407798323573867,2,2018
Bhutan,6743.254000000001,169.355,0.02513293650793651,0.4981551362683439,0.13333333333333333,1.3397511563551484e-05,3,2018
Botswana,117104.78499999999,9473.779999999999,0.08838888888888888,0.5486176046176046,0.38666666666666666,0.0002455357044964824,2,2018
Brunei Darussalam,91671.37599999997,920.811,0.07152777777777777,0.5401989201477693,0.3422222222222222,0.00010306479504664667,2,2018
Burundi,64511.259,523.847,0.0020634920634920633,0.5374498162284421,0.24444444444444444,0.0001917674707495058,2,2018
Cayman Isds,23250.439000000002,183.285,0.0,0.502899470899471,0.14666666666666667,0.00019815273498051636,2,2018
Central African Rep.,19425.159,33.255,0.024662698412698414,0.513911868072452,0.2088888888888889,9.957405313231282e-05,2,2018
Christmas Isds,529.495,0.0,0.0,0.42377733598409545,0.013333333333333332,3.217050322660837e-06,3,2018
Cook Isds,1363.2030000000002,21.188,0.00882936507936508,0.446549213060841,0.06666666666666667,4.737759860323869e-07,3,2018
Cyprus,299996.39400000003,475027.733,0.0029365079365079364,0.5543773694954798,0.96,0.0011867739651389585,2,2018
Eritrea,10628.573999999999,196.784,0.011984126984126984,0.508958500669344,0.1511111111111111,2.913287673182981e-05,3,2018
Falkland Isds (Malvinas),1546.4039999999998,0.0,0.0,0.41632812500000005,0.013333333333333332,1.0660424784788122e-05,3,2018
Djibouti,33190.922000000006,36036.61,0.0,0.5101878690284487,0.18666666666666668,0.00011895763727346972,2,2018
Ghana,283532.451,3652.217,0.13437830687830687,0.59497965571205,0.6355555555555555,0.0011607890788798004,2,2018
Kiribati,1427.798,0.198,0.0,0.49698300653594774,0.12,5.67043042529611e-06,3,2018
Guam,369.799,1413.9240000000002,7.936507936507937e-05,0.4778682755153344,0.057777777777777775,5.861023174729965e-07,3,2018
Guinea,140428.05700000003,178.69299999999998,0.0012698412698412698,0.5306979341150196,0.25333333333333335,0.0005613575076071904,2,2018
Iceland,163911.396,14882.62,0.009702380952380952,0.5543773694954798,0.5155555555555555,0.0006987208698765731,2,2018
Lao People's Dem. Rep.,41402.316,224.432,0.02683531746031746,0.52024083196497,0.21777777777777776,7.367437049260578e-05,2,2018
Lesotho,34801.94,346.064,0.09020833333333333,0.5151653116531165,0.20444444444444446,3.923165366296175e-05,2,2018
Liberia,30509.485999999997,377.195,0.0,0.5500462962962963,0.26222222222222225,0.00018836497270387193,2,2018
Madagascar,125486.567,311.294,0.016881613756613754,0.5486176046176046,0.3422222222222222,0.0006290355170784048,2,2018
Malawi,133738.659,217.62500000000003,0.06780753968253968,0.5388208616780046,0.32,0.0003270720105794473,2,2018
Maldives,33525.507000000005,1.084,0.0,0.5267276253809919,0.18666666666666668,7.46066554470552e-05,2,2018
Montenegro,109668.42000000001,48331.206000000006,0.012857142857142857,0.5320347047299189,0.3511111111111111,0.0005022208380264852,2,2018
Nauru,837.6489999999999,35.235,0.0,0.43640036730945825,0.04888888888888889,2.093278253913328e-06,3,2018
Nepal,287776.665,8030.557000000001,0.03400793650793651,0.5602593575007369,0.47555555555555556,0.0006141654476783538,2,2018
CuraÃ§ao,60296.043000000005,18877.766,0.0027976190476190475,0.5360857304004513,0.3688888888888889,0.0002570184325318924,2,2018
New Caledonia,100721.794,23.635,0.0,0.4833358759216883,0.09333333333333334,0.0005481299738271257,2,2018
Vanuatu,5271.933,28.266000000000002,0.0,0.502899470899471,0.12444444444444444,9.607431865815429e-06,3,2018
Norfolk Isds,38.581,0.0,0.0,0.3868602540834846,0.008888888888888889,8.579420754844954e-08,3,2018
N. Mariana Isds,284.66900000000004,17.471,0.0002579365079365079,0.42930442637759714,0.04,1.868422534470781e-06,3,2018
FS Micronesia,358.08599999999996,65.726,0.0,0.46729596853490657,0.06222222222222222,1.7799319561494913e-06,3,2018
Marshall Isds,1269.481,175.783,0.05613095238095238,0.4833358759216883,0.09777777777777778,5.066839378045245e-06,3,2018
Papua New Guinea,52074.672,211.01299999999998,0.0,0.518962598962599,0.18666666666666668,0.000172172415732988,2,2018
Timor-Leste,6977.318000000001,0.003,0.0419047619047619,0.5126645091693636,0.13777777777777778,1.739444492118903e-05,2,2018
Seychelles,11105.010999999999,357.246,9.92063492063492e-05,0.5401989201477693,0.2577777777777778,3.7785113953931765e-05,2,2018
Slovakia,1729557.4330000002,466956.038,5.9523809523809524e-05,0.5770977534911961,0.7644444444444445,0.010157037934270226,2,2018
Zimbabwe,204369.609,3426.441,0.0021031746031746033,0.547196315486471,0.3377777777777778,0.0003297844292373002,3,2018
Sudan,545745.697,2189.569,0.04823412698412698,0.59497965571205,0.4711111111111111,0.0022288501270404664,2,2018
Suriname,17638.839,31.668,0.0,0.5254173576561636,0.20444444444444446,9.656685696747984e-05,3,2018
Tonga,1190.34,68.452,0.06465873015873017,0.49581637976004167,0.13333333333333333,5.691376732619092e-06,3,2018
Tuvalu,308.14300000000003,0.003,0.0,0.4182530253025303,0.022222222222222223,6.370680779614787e-07,3,2018
United Rep. of Tanzania,296634.151,38266.712,0.0525734126984127,0.5802686202686202,0.52,0.0008353264340065434,2,2018
Cabo Verde,13066.127,211.651,0.0,0.48667690732206864,0.12,1.3187093548403091e-05,3,2018
Gambia,12404.607,73.596,0.004424603174603175,0.516424884542244,0.18222222222222223,4.817854970031001e-05,3,2018
San Marino,1297.444,15176.284,0.008412698412698413,0.46421489621489626,0.1511111111111111,9.605922345712814e-06,3,2018
Sierra Leone,36579.187,1691.8039999999999,0.0036904761904761906,0.5320347047299189,0.28888888888888886,0.00015834969012520436,3,2018
Somalia,72164.092,15.452,0.020436507936507937,0.52024083196497,0.21333333333333332,0.00014071291682629688,2,2018
South Sudan,31915.646999999997,0.0,0.0,0.48226244343891406,0.09333333333333334,0.00014608063744427668,3,2018
Syria,141052.715,2493.53,0.0,0.5241135925006892,0.25333333333333335,0.00046620021047935644,3,2018
Turkmenistan,90934.4,343.371,0.0,0.52024083196497,0.2,0.00023084802341787058,3,2018
Bermuda,30022.356,130.32,0.0013095238095238095,0.5126645091693636,0.20444444444444446,0.0003935438060053717,3,2018
Turks and Caicos Isds,3169.721,379.278,0.0,0.4878008724659995,0.10666666666666666,3.15691253310439e-05,3,2018
Chad,57801.332,4.7,0.014444444444444444,0.5176906318082789,0.19111111111111112,0.00023729640854150302,3,2018
Equatorial Guinea,9256.194000000001,0.525,0.0,0.502899470899471,0.13333333333333333,3.796013842323263e-05,3,2018
Aruba,44916.968,2012.8330000000003,0.009781746031746032,0.508958500669344,0.19555555555555557,0.0001579980854063869,3,2018
Saint Maarten,8564.286,61.455999999999996,0.0,0.4800404040404041,0.08444444444444445,4.1037125377378246e-05,3,2018
Saint Kitts and Nevis,4286.362999999999,115.048,0.0027876984126984127,0.49234913234913236,0.14222222222222222,3.118856884008593e-05,3,2018
Comoros,4345.334,8.752,0.0,0.4912041343669251,0.11555555555555555,1.8853366524437263e-05,3,2018
Gibraltar,19660.622999999996,13.802,0.004424603174603175,0.46729596853490657,0.09333333333333334,0.00013029386457778485,3,2018
Guinea-Bissau,5512.781,17.858999999999998,0.0,0.4757157157157157,0.10666666666666666,1.2320916867820154e-05,3,2018
Dem. People's Rep. of Korea,39504.850999999995,3293.36,0.0,0.471468253968254,0.2311111111111111,0.00022788211764819552,3,2018
Br. Indian Ocean Terr.,4303.620000000001,165.788,0.0,0.4284336263240929,0.017777777777777778,2.7488637298530355e-06,3,2018
Saint Pierre and Miquelon,3129.667,0.6539999999999999,0.0,0.458173053747891,0.017777777777777778,1.7167494107571868e-05,3,2018
Greenland,18263.756,235.381,0.0098015873015873,0.4900644496004125,0.11555555555555555,1.805305458508448e-05,3,2018
Cocos Isds,0.0,11.316,0.0,0.0,0.013333333333333332,5.6580427407523e-84,3,2018
Niue,1158.309,0.0,0.0,0.3896892138939671,0.013333333333333332,2.3066552288521256e-07,3,2018
Saint BarthÃ©lemy,1549.206,0.0,0.0,0.41960629921259845,0.0044444444444444444,8.500917467756244e-06,3,2018
Wallis and Futuna Isds,1221.297,3.258,0.0,0.4215923708139277,0.013333333333333332,6.619955798986172e-06,3,2018
Fr. South Antarctic Terr.,42.122,0.0,0.0,0.41796078431372546,0.008888888888888889,3.4183395789708173e-07,3,2018
Bonaire,5873.085,36.166999999999994,0.0,0.42756635177687813,0.03111111111111111,3.0001147425945034e-05,3,2018
Tokelau,208.209,1468.191,0.0,0.3889830161653366,0.06666666666666667,8.579217121816708e-07,3,2018
Pitcairn,30.802,0.056,0.0,0.36990854251799965,0.008888888888888889,6.135062914990281e-09,3,2018
Saint Helena,1411.007,361.434,0.0,0.43550057273768616,0.03111111111111111,1.3495742908208255e-05,3,2018
Afghanistan,212430.26900000003,430.95,0.02195436507936508,0.5432098765432098,0.26666666666666666,0.0003784420673749131,3,2019
Canada,13144650.652,10187084.513000002,0.057817460317460316,0.802653399668325,1.5688888888888888,0.13027051506073825,2,2019
Dominican Rep.,595346.0970000001,250716.22400000002,0.023482142857142858,0.6163642152180834,0.88,0.0037426339346995426,2,2019
Germany,52414820.378,93632664.56,0.006488095238095238,0.7099376604327099,1.511111111111111,0.3785557581387533,2,2019
Ghana,251835.34199999998,8698.418,0.0810350529100529,0.5942295887047269,0.5955555555555555,0.0009670203090880458,2,2019
Indonesia,919819.062,644533.5009999999,0.15834325396825397,0.6042446941323345,1.1111111111111112,0.006958501025456836,2,2019
Nepal,268438.38700000005,10101.571,0.007400793650793651,0.5721040189125295,0.5066666666666667,0.00039319596497798434,2,2019
Saint Lucia,11170.065,1022.6510000000001,0.007847222222222222,0.5660818713450293,0.36,7.98296928451905e-05,3,2019
India,2590380.648,18928902.176,0.008690476190476191,0.7076023391812866,1.528888888888889,0.0191743362783547,2,2019
South Africa,2379267.288,503086.43200000003,0.08113095238095239,0.6743295019157088,1.3022222222222222,0.014227494890822956,2,2019
Spain,15033315.567,14453375.059,0.016884920634920635,0.6598500340831629,1.3333333333333333,0.13815474288111096,2,2019
Tajikistan,59477.97,202.638,0.030634920634920636,0.5660818713450293,0.3244444444444444,0.00013908975064513802,3,2019
United Arab Emirates,3310051.4710000004,883218.331,0.019325396825396825,0.634546050475254,1.1466666666666667,0.020702796670657275,2,2019
Albania,162681.99599999998,5160.683999999999,0.003125,0.5404801786711334,0.31555555555555553,0.0006824959405410236,3,2019
Azerbaijan,319750.18200000003,1890.646,0.004285714285714286,0.589345509893455,0.4444444444444444,0.001159680262719221,3,2019
Belgium,32435865.950999998,32510182.729,0.0,0.6680469289164941,1.3911111111111112,0.24606992827698082,2,2019
Chile,1589414.936,202982.182,0.004424603174603175,0.5925925925925926,0.7644444444444445,0.0105436562283515,2,2019
Congo,72447.53,129.48600000000002,0.005433201058201059,0.5572826712723086,0.3288888888888889,0.00034958656749003823,3,2019
France,24313152.485999998,37973458.953,0.008888888888888889,0.7267267267267267,1.528888888888889,0.18308243561798618,2,2019
Greece,3099319.0170000005,2238351.47,0.011676587301587302,0.5798143156633723,1.0444444444444445,0.022493880431156067,2,2019
Honduras,487032.934,13507.293000000001,0.014206349206349207,0.5798143156633723,0.4666666666666667,0.002017437452565222,2,2019
Hungary,4554666.806,5096863.799000001,0.04535714285714286,0.589345509893455,0.9866666666666667,0.02401125570950446,2,2019
Italy,26549180.416,35950477.533,0.004345238095238096,0.6235104669887278,1.24,0.2171234467286874,2,2019
Kyrgyzstan,188298.143,2353.973,0.010823412698412698,0.5645960921551473,0.41333333333333333,0.0005268176136143878,3,2019
Mozambique,227160.32799999998,420.51,0.015228174603174603,0.5690770135214579,0.38222222222222224,0.0005278407754604013,2,2019
Netherlands,18317082.305,28605757.84,0.008888888888888889,0.6894586894586895,1.4755555555555555,0.1737559294408335,2,2019
Niger,117511.44900000001,628.652,0.0,0.5782556750298686,0.39111111111111113,0.0005426879981048032,2,2019
Poland,7329613.949,3587147.099,0.004384920634920635,0.6146031746031746,1.031111111111111,0.045521294064943506,2,2019
Senegal,274057.522,8346.85,0.010823412698412698,0.5721040189125295,0.48,0.0013409471261988425,2,2019
Serbia,1020452.068,276826.316,0.19424933862433866,0.5736296296296296,0.6488888888888888,0.004983985732119731,2,2019
Slovenia,4445706.319,3516198.5270000002,0.0002777777777777778,0.5909645909645909,0.9644444444444444,0.030944498994214864,2,2019
TÃ¼rkiye,4994241.617000001,1689135.5289999999,0.005803571428571429,0.6217084136159281,1.2266666666666666,0.038414538463325584,2,2019
Uganda,371359.924,25523.902000000002,0.10918981481481481,0.5909645909645909,0.5777777777777777,0.0009613015057413094,3,2019
North Macedonia,206032.993,104257.284,0.0044444444444444444,0.5616478096895852,0.48444444444444446,0.0011641431988162424,2,2019
United Kingdom,27645526.299000002,26162267.261,0.0044444444444444444,0.7029774872912128,1.5066666666666666,0.1936782158329023,2,2019
Algeria,1702042.231,7426.214,0.0030753968253968253,0.5572826712723086,0.4177777777777778,0.00991499193921018,2,2019
Argentina,2107081.636,763258.083,0.0,0.5705865016209843,0.84,0.01806698322886926,2,2019
Belarus,859193.6479999999,280427.97299999994,0.00015873015873015873,0.5798143156633723,0.5955555555555555,0.003885133681665325,2,2019
Cameroon,223673.91,2901.546,0.08413690476190476,0.6128521684077239,0.5688888888888889,0.0008717830798885369,2,2019
Denmark,4520358.442,16470620.569999998,0.009037698412698412,0.6059467918622847,1.208888888888889,0.02628376970292483,2,2019
Gabon,92817.532,544.492,0.0009821428571428572,0.5958756540473992,0.48444444444444446,0.0003756231918462483,2,2019
Ireland,8166999.796,60389210.173,0.017179232804232804,0.6518518518518518,1.248888888888889,0.0858055635978768,2,2019
CÃ´te d'Ivoire,371924.09,5189.812,0.005039682539682539,0.6042446941323345,0.5777777777777777,0.0014959556919956337,2,2019
Jordan,608042.754,1007519.801,0.1470866402116402,0.5925925925925926,0.8311111111111111,0.003924890099880039,2,2019
Libya,391711.28599999996,5.859,0.0,0.5558426643697961,0.28,0.0018449999289000913,2,2019
Mali,209203.581,6830.596,0.05060515873015873,0.5601851851851851,0.39555555555555555,0.0010261449779133517,2,2019
Mauritania,55391.796,50.853,0.0073511904761904764,0.5558426643697961,0.30666666666666664,0.0002543840379613902,2,2019
Morocco,688234.8699999999,119935.926,0.062271825396825395,0.5845410628019323,0.7244444444444444,0.004074156777821472,2,2019
Oman,541410.755,116434.388,0.008333333333333333,0.5798143156633723,0.6577777777777778,0.0014973929359381544,2,2019
Namibia,153199.747,1777.621,0.14934854497354497,0.5975308641975309,0.6444444444444445,0.0002356866190978772,2,2019
Timor-Leste,6821.457,1.809,9.92063492063492e-05,0.517094017094017,0.16,1.4656410231816666e-05,2,2019
Saudi Arabia,5046118.538,472506.88999999996,0.07308531746031746,0.6271460965338516,0.8311111111111111,0.03281891798844491,2,2019
Viet Nam,2938899.839,214965.827,0.0034623015873015872,0.5909645909645909,0.8755555555555555,0.01612050807022446,2,2019
Togo,118562.34699999998,4613.692,0.004424603174603175,0.5487528344671201,0.3244444444444444,0.0005526089342892787,3,2019
Tunisia,544637.3369999999,87203.072,0.05965277777777778,0.5705865016209843,0.5866666666666667,0.003310210979443821,2,2019
Egypt,2557209.802,319304.075,0.008611111111111111,0.5751633986928104,0.96,0.017630787398137712,2,2019
Burkina Faso,213188.67399999997,693.277,0.0,0.5767053917187964,0.4088888888888889,0.001051441139014159,3,2019
Uruguay,272448.569,166421.904,0.0,0.5515669515669516,0.5955555555555555,0.001542244343955556,2,2019
American Samoa,122.749,171.564,0.0,0.43195002231146806,0.05333333333333333,1.4719343624060684e-07,3,2019
Kenya,578971.618,115079.754,0.13075066137566138,0.6025521319638967,0.7866666666666666,0.0022992197283537115,2,2019
Tonga,2328.925,21.462,0.034623015873015875,0.4933741080530071,0.14222222222222222,2.866951755787532e-06,3,2019
Samoa,5285.744,86.728,0.02279761904761905,0.4967924044136516,0.13777777777777778,7.729356316479496e-06,3,2019
Zambia,211700.569,4361.709999999999,0.01375,0.5751633986928104,0.4311111111111111,0.0004230438694465951,2,2019
Andorra,35914.537000000004,597.168,0.02468253968253968,0.5158539834798828,0.26666666666666666,0.00016206929621786652,3,2019
Sri Lanka,466107.94500000007,13395.694000000001,0.09879960317460318,0.5767053917187964,0.6266666666666667,0.001199918447931503,2,2019
China,30107725.575,8584047.157,0.016944444444444446,0.6402116402116402,1.3511111111111112,0.24119878255738375,2,2019
Colombia,2539023.027,463251.10599999997,3.968253968253968e-05,0.589345509893455,0.8044444444444444,0.022071884732645423,2,2019
El Salvador,395068.919,199787.645,0.03240079365079365,0.5813813813813814,0.5733333333333334,0.002353361859159027,2,2019
Ethiopia,659511.327,2355.4410000000003,0.07868055555555556,0.5861338177414471,0.5377777777777778,0.003077125800070365,2,2019
Israel,2500463.313,3389094.936,0.007787698412698413,0.5845410628019323,0.8444444444444444,0.020805425204527776,2,2019
Malta,292235.662,445312.715,0.01560515873015873,0.5675754910583406,0.7511111111111111,0.0008073064218357484,2,2019
Mexico,4322465.699,2287982.042,0.0005753968253968254,0.5736296296296296,0.9288888888888889,0.04372211365254606,2,2019
Rep. of Moldova,283343.012,89237.189,0.0015873015873015873,0.5690770135214579,0.49777777777777776,0.0012203437781447475,3,2019
Peru,862517.063,69436.158,0.008948412698412699,0.5909645909645909,0.6888888888888889,0.005170429543756204,2,2019
Qatar,647719.914,119873.15500000001,0.03447420634920635,0.5942295887047269,0.4888888888888889,0.005142835701210242,2,2019
Sweden,4850063.49,9514962.393,0.00748015873015873,0.6163642152180834,1.1688888888888889,0.036324263546838334,2,2019
Switzerland,31475451.119999997,67942998.464,0.01697420634920635,0.6872559460418886,1.3822222222222222,0.24596054855886548,2,2019
Angola,281879.968,733.579,0.03652777777777778,0.5861338177414471,0.4444444444444444,0.0005623814704742382,3,2019
Brazil,7306206.3379999995,1807686.1309999998,0.05920634920634921,0.5958756540473992,1.1066666666666667,0.06300773162369533,2,2019
Dem. Rep. of the Congo,460673.695,493.484,0.020972222222222222,0.5721040189125295,0.4177777777777778,0.002050998687141357,3,2019
Guatemala,663791.412,200796.401,0.008207671957671959,0.5782556750298686,0.5422222222222223,0.0015573852498149585,2,2019
Nigeria,1534993.831,4586.733,0.02540674603174603,0.6042446941323345,0.6311111111111111,0.005862867755784738,3,2019
Portugal,2943580.014,1350716.441,0.034652777777777775,0.582956940680518,1.048888888888889,0.01836277484170785,2,2019
Sao Tome and Principe,3060.9469999999997,2.167,0.0,0.5049556598852374,0.1111111111111111,6.398974615798518e-06,3,2019
Singapore,2931177.234,11602891.353,0.05424603174603174,0.6659786721706226,1.2844444444444445,0.02265845397453854,2,2019
Eswatini,45264.808,12911.595000000001,0.17734788359788356,0.5721040189125295,0.6355555555555555,8.332134108511932e-05,2,2019
Antigua and Barbuda,14862.239,277.895,0.0052976190476190475,0.5587301587301586,0.3333333333333333,9.644121736330697e-05,2,2019
Barbados,46290.715,25420.132,0.0016468253968253967,0.5845410628019323,0.5022222222222222,0.0003275257744226006,2,2019
Br. Virgin Isds,4053.251,684.8860000000001,5.9523809523809524e-05,0.5002583979328166,0.13777777777777778,1.2803073588678197e-05,2,2019
Dominica,4243.833,8301.499,0.03599206349206349,0.5183400267737618,0.29333333333333333,2.4544549644655362e-05,3,2019
Ecuador,941888.854,36859.590000000004,0.00867063492063492,0.5767053917187964,0.5422222222222223,0.004715964422105215,2,2019
Grenada,7108.963000000001,229.005,0.060793650793650796,0.5364366860626212,0.26222222222222225,4.638608467313861e-05,2,2019
Montserrat,304.214,3.573,0.013293650793650793,0.48557812891898666,0.08888888888888889,2.184177387877299e-06,3,2019
Saint Kitts and Nevis,4396.737999999999,41.328,0.008055555555555555,0.49794238683127573,0.16,2.6361896121508152e-05,3,2019
Saint Vincent and the Grenadines,5875.165,564.4530000000001,0.0038888888888888888,0.5601851851851851,0.31555555555555553,3.4815440547810686e-05,3,2019
Trinidad and Tobago,169819.653,2673.786,0.04304563492063492,0.6025521319638967,0.5466666666666666,0.0010369812635025414,2,2019
USA,125338499.00899999,68502305.616,0.008690476190476191,0.7170370370370369,1.5244444444444445,0.6312593050533434,2,2019
Austria,7486986.982,11894354.316,0.03763888888888889,0.6364234056541749,1.2222222222222223,0.07293228080177801,2,2019
Bahrain,365454.732,2366.938,0.0,0.5877352762598664,0.4311111111111111,0.002266245399023193,2,2019
Myanmar,596693.049,1023.9069999999999,0.0064682539682539685,0.5798143156633723,0.4088888888888889,0.001518297609265578,2,2019
Croatia,1411783.786,1000609.262,0.003115079365079365,0.5631180919139035,0.6977777777777778,0.006016350852556746,2,2019
Georgia,427201.929,166643.69,0.017232142857142856,0.5813813813813814,0.6577777777777778,0.0014887756498350186,2,2019
"China, Hong Kong SAR",2807012.9639999997,708619.765,0.18816137566137567,0.6008690254500311,0.9822222222222222,0.017813123749664355,2,2019
Iran,1453173.4819999998,140576.874,0.0004365079365079365,0.5675754910583406,0.6666666666666666,0.006780771527589701,2,2019
Rep. of Korea,6967755.642000001,6744957.711,0.01646825396825397,0.6518518518518518,1.3733333333333333,0.06033519146888385,2,2019
Latvia,743576.999,577860.318,0.004345238095238096,0.5660818713450293,0.7911111111111111,0.0023174154297058106,2,2019
